"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-20","7.83",",,W",,,"0.40",",,W,2400","4.5",",,W,","0.0",",,W,",,,"38",",,W","29",",,W",,,"   60",",,W","   70",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-21","5.37",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","5.1",",,W,",,,"47",",,W","29",",,W",,,"  310",",,W","  320",",,W","16.1",",,W","27.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-22","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"43",",,W","28",",,W",,,"  310",",,W","  310",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-23","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"38",",,W","23",",,W",,,"  310",",,W","  280",",,W","16.1",",,W","27.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-24","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"45",",,W","26",",,W",,,"  360",",,W","  360",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-25","4.47",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,",,,"49",",,W","34",",,W",,,"  160",",,W","  180",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-26","2.91",",,W",,,"0.32",",,W,2400","0.0",",,W,","0.0",",,W,",,,"62",",,W","42",",,W",,,"   30",",,W","  360",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-27","4.25",",,W",,,"0.27",",,W,2400","0.0",",,W,","0.0",",,W,",,,"46",",,W","39",",,W",,,"  360",",,W","  290",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-28","7.61",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,",,,"40",",,W","26",",,W",,,"   10",",,W","  310",",,W","15.0",",,W","23.0",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-29","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"46",",,W","25",",,W",,,"  230",",,W","  250",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-30","7.83",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,",,,"54",",,W","36",",,W",,,"  290",",,W","  280",",,W","23.9",",,W","44.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-03-31","5.37",",,W",,,"0.17",",,W,2400","0.0","T,,W,","0.0",",,W,",,,"47",",,W","35",",,W",,,"  280",",,W","  280",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,
